City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
342,Mananjary,MG,-21.2167,48.3333,77.05,58,7,10.69,clear sky
343,San Carlos De Bariloche,AR,-41.1456,-71.3082,35.35,69,40,12.66,scattered clouds
344,Rudbar,AF,30.15,62.6,80.78,6,0,8.75,clear sky
345,San Ramon,US,37.7799,-121.978,63.64,81,0,1.01,clear sky
346,Paamiut,GL,61.994,-49.6678,31.86,71,13,10.98,few clouds
347,Vage,NO,60.0469,5.5178,50.92,78,46,14.14,scattered clouds
348,Odienne,CI,9.51,-7.5692,82.92,64,77,4.99,broken clouds
349,Sadri,IN,25.1833,73.4333,79.56,75,95,5.53,overcast clouds
350,Athy,IE,52.9914,-6.9803,58.84,76,34,7.72,scattered clouds
351,Comodoro Rivadavia,AR,-45.8667,-67.5,44.46,45,0,13.8,clear sky
352,Shemonaikha,KZ,50.6328,81.9056,61.79,21,1,11.41,clear sky
353,Bhalwal,PK,32.272,72.9043,91.11,28,0,2.53,clear sky
354,Nivala,FI,63.9167,24.9667,52.68,72,28,9.91,scattered clouds
355,Semnan,IR,35.5729,53.3971,78.64,17,0,4.61,clear sky
356,Orcotuna,PE,-11.9667,-75.3333,48.9,68,92,3.33,overcast clouds
357,Pozo Colorado,PY,-23.4923,-58.7972,72.19,49,0,10.38,clear sky
358,Yugo-Kamskiy,RU,57.7053,55.5894,51.82,86,100,7.14,overcast clouds
359,Tahta,EG,26.7693,31.5021,87.3,21,0,17.31,clear sky
360,Ugoofaaru,MV,5.6667,73.0,81.9,77,100,17.09,overcast clouds
361,Magaria,NE,12.9983,8.9099,95.2,23,20,4.99,few clouds
362,Igarka,RU,67.4667,86.5833,33.75,99,100,11.77,light snow
363,Pichayevo,RU,53.2363,42.2032,57.45,56,5,5.93,clear sky
364,Tombouctou,ML,20.0,-3.0,101.55,17,6,5.66,clear sky
365,Ilula,TZ,-7.6766,36.0366,78.46,31,4,11.83,clear sky
366,Monroe,US,43.1501,-77.6831,42.96,89,84,1.01,broken clouds
367,Baymak,RU,52.5933,58.3225,47.73,71,82,15.46,broken clouds
368,Rypefjord,NO,70.6333,23.6667,43.27,100,75,9.22,broken clouds
369,Puerto Baquerizo Moreno,EC,-0.9,-89.6,66.9,84,85,13.44,overcast clouds
370,Dingle,PH,10.9995,122.6711,78.19,87,100,5.48,overcast clouds
371,San Jose,US,37.3394,-121.895,64.58,84,20,0.0,few clouds
372,Tirumullaivasal,IN,11.2333,79.8333,80.69,74,94,1.63,overcast clouds
373,Port-Cartier,CA,50.0334,-66.8654,41.11,73,100,14.72,overcast clouds
374,Kamina,CD,-8.7386,24.9906,92.53,14,1,8.28,clear sky
375,Havelock,US,34.8791,-76.9013,66.94,88,40,6.91,scattered clouds
376,Emba,KZ,48.8264,58.1442,61.0,38,18,19.84,few clouds
377,Sohag,EG,26.557,31.6948,88.09,20,0,17.87,clear sky
378,Boyabat,TR,41.4689,34.7667,66.42,66,94,0.43,overcast clouds
379,Maniitsoq,GL,65.4167,-52.9,32.4,74,69,4.97,broken clouds
380,Halifax,CA,44.6453,-63.5724,59.0,93,71,8.05,broken clouds
381,Malatya,TR,38.5,38.0,77.05,26,75,14.97,broken clouds
382,Iquique,CL,-20.2208,-70.1431,60.84,64,44,0.6,scattered clouds
383,Chipinge,ZW,-20.1883,32.6236,82.02,27,11,12.24,few clouds
384,Oranjestad,AW,12.524,-70.027,84.9,78,20,18.41,few clouds
385,Menongue,AO,-14.6585,17.691,95.95,7,2,8.84,clear sky
386,Anandnagar,IN,27.1,83.2833,79.27,77,49,3.0,scattered clouds
387,Zabol,AF,32.25,67.25,70.12,4,0,10.29,clear sky
388,Pocinhos,BR,-7.0767,-36.0611,75.49,51,53,14.92,broken clouds
389,Grand Gaube,MU,-20.0064,57.6608,77.4,63,4,14.0,clear sky
390,Saint-Pierre,RE,-21.3393,55.4781,77.92,61,75,19.57,broken clouds
391,Montgomery,US,39.1501,-77.1997,49.32,84,10,1.99,clear sky
392,Douentza,ML,14.9951,-2.9517,95.11,32,35,9.17,scattered clouds
393,Camocim,BR,-2.9022,-40.8411,86.41,57,29,10.51,scattered clouds
394,Saint-Ambroise,CA,48.5501,-71.3324,35.58,69,55,9.22,broken clouds
395,Develi,TR,38.3906,35.4922,61.95,47,52,5.01,light rain
396,Salaverry,PE,-8.2333,-78.9667,57.58,89,98,5.57,overcast clouds
397,Bhimunipatnam,IN,17.8833,83.4333,81.91,80,61,8.9,broken clouds
398,Deer Lake,CA,49.1667,-57.4316,46.26,100,100,9.22,overcast clouds
399,Rosita,NI,13.9268,-84.4032,71.49,98,92,4.14,overcast clouds
400,Vuktyl,RU,63.8567,57.3094,46.71,76,80,9.84,broken clouds
401,Sao Filipe,CV,14.8961,-24.4956,79.48,77,55,6.51,broken clouds
402,Port Blair,IN,11.6667,92.75,80.62,81,81,11.16,light rain
403,Svetlogorsk,BY,52.6333,29.7333,59.67,52,53,12.08,broken clouds
404,Xuddur,SO,4.1213,43.8894,83.73,44,87,15.73,overcast clouds
405,Kourou,GF,5.1552,-52.6478,80.65,71,51,7.4,broken clouds
406,Bubaque,GW,11.2833,-15.8333,79.61,81,100,12.59,light rain
407,Tabas,IR,33.5959,56.9244,84.52,3,0,9.62,clear sky
408,Kuytun,RU,54.3419,101.5036,31.23,69,43,6.67,scattered clouds
409,Los Palacios,CU,22.5872,-83.2486,72.99,89,49,4.74,scattered clouds
410,Saint-Claude,FR,46.5,5.8333,58.19,91,100,4.76,overcast clouds
411,Salym,RU,60.0625,71.4789,46.58,83,82,5.06,broken clouds
412,Veraval,IN,20.9,70.3667,82.45,81,90,14.43,overcast clouds
413,Geraldton,AU,-28.7667,114.6,63.01,72,1,12.66,clear sky
414,Rundu,NA,-17.9333,19.7667,98.33,6,0,13.51,clear sky
415,Pitimbu,BR,-7.4706,-34.8086,82.99,65,49,16.55,scattered clouds
416,El Paso,US,31.8001,-106.2005,61.09,75,94,21.9,light rain
417,Altay,CN,47.8667,88.1167,47.82,35,5,5.12,clear sky
418,Dale,US,38.1689,-86.99,40.91,85,1,5.39,clear sky
419,Shupiyan,IN,33.7167,74.8333,63.7,51,19,1.86,few clouds
420,Valparaiso,CL,-33.0393,-71.6273,59.0,91,40,3.44,scattered clouds
421,Lere,NG,10.387,8.5726,80.96,59,100,1.01,overcast clouds
422,Estelle,US,29.8458,-90.1067,75.0,63,96,5.01,overcast clouds
423,Havoysund,NO,70.9963,24.6622,44.83,80,63,15.99,broken clouds
424,Carutapera,BR,-1.195,-46.02,85.55,63,31,7.83,scattered clouds
425,Lyuban,BY,52.7985,28.0048,61.43,58,75,14.18,broken clouds
426,Ramsgate,GB,51.3358,1.4155,60.87,65,0,5.01,clear sky
427,Moose Factory,CA,51.2585,-80.6094,35.6,93,100,11.5,overcast clouds
428,Novoaleksandrovsk,RU,45.4948,41.2207,70.9,40,6,21.43,clear sky
429,Carbonia,IT,39.1672,8.5222,74.05,40,77,4.43,broken clouds
430,Klaksvik,FO,62.2266,-6.589,49.12,76,100,19.84,overcast clouds
431,Surgut,RU,61.25,73.4167,50.18,71,75,7.0,broken clouds
432,Channel-Port Aux Basques,CA,47.5702,-59.1367,53.24,95,89,17.09,overcast clouds
433,Alcantara,BR,-2.4089,-44.4147,86.2,74,100,10.25,light rain
434,Staryy Nadym,RU,65.6118,72.6842,42.85,90,94,9.22,overcast clouds
435,Aksu,CN,41.1231,80.2644,63.97,24,79,5.86,broken clouds
436,Iki-Burul,RU,45.8208,44.6472,68.34,37,5,18.61,clear sky
437,Beisfjord,NO,68.3751,17.5988,45.05,99,100,1.9,light rain
438,Barranco,PA,9.5167,-82.7,72.91,94,100,2.82,overcast clouds
439,Umm Lajj,SA,25.0213,37.2685,87.17,67,2,13.4,clear sky
440,Natal,BR,-5.795,-35.2094,84.85,78,75,13.8,broken clouds
441,Hamirpur,IN,25.95,80.15,82.22,77,79,5.44,broken clouds
442,Novovasylivka,UA,46.8315,35.7536,69.8,38,100,18.07,overcast clouds
443,Andenes,NO,69.3143,16.1194,46.38,76,75,10.36,broken clouds
444,Strezhevoy,RU,60.7333,77.5889,43.92,85,83,7.74,broken clouds
445,Partanna,IT,37.7278,12.8885,71.19,77,12,1.99,few clouds
446,Taltal,CL,-25.4,-70.4833,57.67,77,45,1.3,scattered clouds
447,Angoche,MZ,-16.2325,39.9086,83.66,58,0,10.54,clear sky
448,Sarwar,IN,26.0667,75.0,74.5,91,100,8.1,overcast clouds
449,Maine-Soroa,NE,13.2114,12.0241,97.74,18,66,6.91,broken clouds
450,Durazno,UY,-33.4131,-56.5006,65.35,54,92,17.27,overcast clouds
451,Sar-E Pul,AF,35.8333,66.1667,58.44,12,0,5.61,clear sky
452,Koslan,RU,63.4564,48.8989,45.88,89,97,11.05,overcast clouds
453,Bandipur,NP,27.9333,84.4167,64.47,85,91,2.17,overcast clouds
454,Sabaudia,IT,41.3003,13.0282,78.48,75,94,5.06,overcast clouds
455,Trairi,BR,-3.2778,-39.2689,86.14,57,94,12.28,overcast clouds
456,Pinega,RU,64.7001,43.3936,50.23,87,100,13.22,overcast clouds
457,Constitucion,CL,-35.3333,-72.4167,46.89,60,0,14.07,clear sky
458,Belem De Sao Francisco,BR,-8.7539,-38.9658,85.03,43,3,14.9,clear sky
459,Caravelas,BR,-17.7125,-39.2481,83.75,62,98,12.73,overcast clouds
460,Amontada,BR,-3.3617,-39.8317,89.53,47,50,6.26,scattered clouds
461,Osmanabad,IN,18.1667,76.05,77.54,76,91,5.93,overcast clouds
462,Melo,UY,-32.3667,-54.1833,63.1,70,9,16.89,clear sky
463,Novyy Urengoy,RU,66.0833,76.6333,38.37,98,100,6.44,light rain
464,Gloversville,US,43.0528,-74.3438,39.92,90,0,6.91,clear sky
465,Birjand,IR,32.8663,59.2211,75.97,3,0,5.66,clear sky
466,Barcelona,ES,41.3888,2.159,77.29,74,20,13.8,few clouds
467,Rorvik,NO,64.8621,11.2373,46.51,81,40,14.97,moderate rain
468,Doha,QA,25.2867,51.5333,94.89,55,0,10.36,clear sky
469,Gastonia,US,35.2621,-81.1873,58.1,90,91,6.98,overcast clouds
470,Alpena,US,45.0617,-83.4327,39.45,92,40,6.91,scattered clouds
471,Liverpool,GB,53.4106,-2.9779,61.29,70,40,14.97,scattered clouds
472,Richards Bay,ZA,-28.783,32.0377,81.19,48,3,14.61,clear sky
473,Cabinda,AO,-5.55,12.2,80.35,74,89,10.47,overcast clouds
474,Gunjur,GM,13.2019,-16.7339,84.52,71,100,8.5,overcast clouds
475,Burriana,ES,39.889,-0.085,79.65,61,49,8.19,scattered clouds
476,Talnakh,RU,69.4865,88.3972,29.03,97,100,8.25,light snow
477,Abu Kamal,SY,34.4506,40.9171,93.15,23,20,6.76,few clouds
478,La Union,PE,-5.4,-80.75,63.52,83,95,11.65,overcast clouds
479,Novi Sanzhary,UA,49.3439,34.3108,65.98,37,0,9.22,clear sky
480,Naregal,IN,15.5833,75.8167,81.1,61,49,5.64,scattered clouds
481,Antalaha,MG,-14.9003,50.2788,76.42,66,50,14.92,scattered clouds
482,Kochubey,RU,44.3861,46.5825,67.37,57,13,21.5,few clouds
483,General Roca,AR,-39.0333,-67.5833,50.63,33,61,23.15,broken clouds
484,Filadelfia,US,39.9523,-75.1638,50.9,76,52,1.01,broken clouds
485,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,76.53,50,0,13.31,clear sky
486,Jammalamadugu,IN,14.8333,78.4,84.16,65,91,6.11,overcast clouds
487,Anori,BR,-3.7728,-61.6442,87.22,42,38,4.38,scattered clouds
488,Nikolsk,RU,53.7189,46.0712,56.41,57,12,8.7,few clouds
489,Ust-Tsilma,RU,65.441,52.1498,45.97,79,94,10.2,overcast clouds
490,Chimbote,PE,-9.0853,-78.5783,60.33,90,66,8.08,broken clouds
491,Raga,SS,8.4596,25.678,83.64,60,79,6.17,broken clouds
492,Harper,LR,4.375,-7.7169,80.33,81,66,8.16,light rain
493,Englewood,US,39.6478,-104.9878,46.8,90,11,1.43,few clouds
494,Altamira,BR,-3.2033,-52.2064,85.21,50,2,5.55,clear sky
495,Salinopolis,BR,-0.6136,-47.3561,82.18,72,44,10.42,scattered clouds
496,Plouzane,FR,48.3833,-4.6167,61.12,69,20,5.75,few clouds
497,Uruzgan,AF,32.8333,66.0,72.54,3,0,5.84,clear sky
498,Nantucket,US,41.2835,-70.0995,55.51,75,100,11.5,overcast clouds
499,Teodoro Sampaio,BR,-22.5325,-52.1675,67.6,63,2,4.97,clear sky
500,Tete,MZ,-16.1564,33.5867,96.89,28,40,12.66,scattered clouds
501,Roanoke Rapids,US,36.4615,-77.6542,55.98,87,0,5.75,clear sky
502,Trojes,AL,41.756,19.962,77.49,37,72,4.41,broken clouds
503,Algete,ES,40.5971,-3.4974,74.84,50,0,5.75,clear sky
504,Paita,PE,-5.0892,-81.1144,62.98,86,93,12.41,overcast clouds
505,Lobito,AO,-12.3481,13.5456,77.7,72,10,8.55,clear sky
506,Sondrio,IT,46.169,9.8692,75.31,44,11,4.72,few clouds
507,Xambioa,BR,-6.4111,-48.5364,90.36,45,35,4.72,scattered clouds
508,Dromolaxia,CY,34.8761,33.586,80.26,55,40,18.41,scattered clouds
509,Saint-Joseph,RE,-21.3667,55.6167,75.58,71,30,8.95,scattered clouds
510,Digha,IN,21.6833,87.55,81.81,79,68,6.55,broken clouds
511,Maceio,BR,-9.6658,-35.7353,83.64,69,75,9.22,broken clouds
512,Isiolo,KE,0.3546,37.5822,86.52,27,97,16.15,overcast clouds
513,Mbandaka,CD,0.0487,18.2603,86.41,52,27,2.53,scattered clouds
514,Karpathos,GR,35.507,27.2132,73.36,60,40,31.07,scattered clouds
515,Beyneu,KZ,45.3167,55.2,65.48,37,9,5.17,clear sky
516,Regeneracao,BR,-6.2378,-42.6883,91.67,41,45,2.33,scattered clouds
517,Bulnes,CL,-36.7423,-72.2985,41.76,81,0,12.53,clear sky
518,Tessalit,ML,20.1986,1.0114,101.3,10,0,11.83,clear sky
519,Kedrovyy,RU,56.1667,91.8167,37.87,69,100,5.19,overcast clouds
520,Kibondo,TZ,-3.5864,30.7203,86.94,14,93,6.06,overcast clouds
521,Sokoni,TZ,-6.4333,39.55,77.76,72,17,15.39,few clouds
522,Pitlochry,GB,56.7051,-3.7343,55.27,68,89,8.23,overcast clouds
523,Kamenka,RU,51.3223,42.7678,60.89,46,0,2.37,clear sky
524,Great Yarmouth,GB,52.6083,1.7305,61.02,58,0,13.96,clear sky
525,Tandil,AR,-37.3217,-59.1332,47.57,63,83,24.23,broken clouds
526,Rawson,AR,-43.3002,-65.1023,47.28,47,29,31.34,scattered clouds
527,Utiel,ES,39.5667,-1.2,71.11,52,49,9.93,scattered clouds
528,Barabinsk,RU,55.3571,78.357,54.32,58,100,3.89,overcast clouds
529,Mathbaria,BD,22.2876,89.9593,81.19,82,31,4.83,scattered clouds
530,Aras,ES,42.5617,-2.356,66.61,56,75,8.05,broken clouds
531,Kjollefjord,NO,70.9457,27.3465,44.65,76,75,10.36,broken clouds
532,Alakurtti,RU,66.9672,30.3491,47.12,79,82,8.68,broken clouds
533,Maxixe,MZ,-23.8597,35.3472,86.02,52,32,12.3,scattered clouds
534,Saurimo,AO,-9.6608,20.3916,88.59,24,35,5.7,scattered clouds
535,Shache,CN,38.4167,77.2406,69.21,21,1,9.55,clear sky
536,Shelburne,CA,44.0787,-80.2041,35.76,97,30,9.26,light snow
537,Yabrud,SY,33.9674,36.6574,71.4,23,0,13.67,clear sky
538,Quibor,VE,9.9287,-69.6201,74.77,73,87,3.0,overcast clouds
539,Lagunas,PE,-5.2269,-75.6753,70.14,97,100,2.57,overcast clouds
540,Abda,HU,47.6946,17.5449,70.18,47,63,4.0,broken clouds
541,Bridlington,GB,54.0831,-0.1919,62.15,59,3,13.11,clear sky
542,Rasulnagar,PK,32.3285,73.7814,87.76,36,0,1.03,clear sky
543,Wamba,NG,8.9333,8.6,84.67,62,96,3.09,light rain
544,Mansa,IN,29.9833,75.3833,72.95,86,99,11.54,overcast clouds
545,Poykovskiy,RU,61.2333,73.3333,50.29,71,75,6.71,broken clouds
546,Shush,IR,32.1942,48.2436,105.57,6,0,4.88,clear sky
547,Saint-Georges,GD,12.0564,-61.7485,79.97,85,77,13.15,broken clouds
548,Plettenberg Bay,ZA,-34.0527,23.3716,69.39,56,57,4.23,broken clouds
549,Boo,SE,59.3333,18.2833,57.97,65,40,13.8,scattered clouds
550,Taoudenni,ML,22.6783,-3.9836,106.7,10,47,14.27,scattered clouds
551,Stulovo,RU,58.7225,50.1439,50.05,75,91,7.85,overcast clouds
552,Barra Do Garcas,BR,-15.89,-52.2567,84.69,39,38,4.23,scattered clouds
553,Yenagoa,NG,4.9247,6.2642,84.96,67,98,1.81,light rain
554,Sasovo,RU,54.3537,41.9199,57.09,59,50,9.15,scattered clouds
555,Mega,ET,4.05,38.3,67.44,53,97,15.14,overcast clouds
556,Thamaga,BW,-24.6701,25.5397,91.63,17,0,14.61,clear sky
557,Conway,US,35.0887,-92.4421,53.71,73,75,0.0,broken clouds
558,Bogande,BF,12.9714,-0.1436,88.54,51,88,7.7,overcast clouds
559,Umkomaas,ZA,-30.2067,30.7978,77.59,68,33,21.25,scattered clouds
560,Baghmara,IN,23.795,86.2085,83.52,68,69,4.0,broken clouds
561,Zhanaozen,KZ,43.3,52.8,66.61,30,0,7.78,clear sky
562,Kyzyl-Suu,KG,42.3414,78.0056,53.1,58,55,2.3,broken clouds
563,Candolim,IN,15.5181,73.7626,81.05,73,58,4.72,broken clouds
564,Dolores,AR,-36.3132,-57.6792,53.06,74,100,18.99,overcast clouds
565,Acarau,BR,-2.8856,-40.12,84.34,65,81,15.26,broken clouds
566,Westport,US,41.1415,-73.3579,50.56,87,0,5.75,clear sky
567,Owando,CG,-0.4819,15.8999,84.52,64,40,2.64,light rain
568,Bud,US,39.447,-86.1758,37.9,96,0,2.17,clear sky
569,Bonfim,BR,3.0833,-59.95,83.21,57,67,5.19,broken clouds
570,Leh,IN,34.1667,77.5833,50.97,21,1,4.23,clear sky
571,Barra Patuca,HN,15.8,-84.2833,79.66,86,100,15.23,overcast clouds
572,Kuju,IN,23.7167,85.5,83.14,75,35,4.21,scattered clouds
573,Springbok,ZA,-29.6643,17.8865,93.27,6,0,11.32,clear sky
574,Lulea,SE,65.5842,22.1547,51.87,62,0,12.66,clear sky
575,Cururupu,BR,-1.8283,-44.8683,80.65,77,75,5.26,broken clouds
576,Srivardhan,IN,18.0333,73.0167,79.86,83,100,7.07,overcast clouds
577,Inca,ES,39.7211,2.9109,79.29,70,12,8.32,few clouds
578,Campo Grande,BR,-20.4428,-54.6464,72.95,56,0,11.5,clear sky
579,Los Aquijes,PE,-14.0967,-75.6908,62.92,63,3,4.34,clear sky
580,Ambovombe,MG,-25.1667,46.0833,86.65,41,0,13.56,clear sky
581,Chincha Alta,PE,-13.4099,-76.1323,57.79,77,27,1.16,scattered clouds
582,Puerto Madryn,AR,-42.7692,-65.0385,47.35,43,17,32.68,few clouds
583,Wageningen,NL,51.9667,5.6667,62.91,63,75,11.5,broken clouds
584,Aguilas,ES,37.4063,-1.5829,77.2,60,30,14.7,scattered clouds
585,Vengerovo,RU,55.6848,76.7471,56.95,40,100,1.48,overcast clouds
586,Nicoya,CR,10.1483,-85.452,73.17,92,100,0.27,overcast clouds
587,Kulu,TR,39.0951,33.0799,58.35,60,99,8.79,overcast clouds
588,Azul,AR,-36.777,-59.8585,50.09,49,55,23.73,broken clouds
589,Kashi,CN,39.4547,75.9797,67.17,23,1,6.98,clear sky
590,Zheshart,RU,62.0731,49.5733,47.52,82,92,8.93,overcast clouds
591,Beira,MZ,-19.8436,34.8389,84.29,65,40,16.11,scattered clouds
592,Ivanovskoye,RU,44.5795,41.8764,61.59,73,74,24.02,broken clouds
593,Valverde Del Camino,ES,37.5751,-6.7543,78.03,29,6,7.47,clear sky
594,Lamu,KE,-2.2717,40.902,82.62,68,90,17.6,overcast clouds
595,Zelenoborsk,RU,61.4669,64.0333,45.41,76,100,5.44,overcast clouds
596,Khowst,AF,33.3833,69.8833,77.43,26,0,4.94,clear sky
597,Banyo,CM,6.75,11.8167,74.17,79,64,6.11,moderate rain
598,Jacareacanga,BR,-6.2222,-57.7528,79.52,73,40,2.48,scattered clouds
599,Kazanskaya,RU,45.4106,40.4361,71.37,42,5,22.28,clear sky
600,Niesky,DE,51.2924,14.8211,64.6,72,100,15.59,overcast clouds
601,Coari,BR,-4.085,-63.1414,85.19,46,71,3.83,broken clouds
602,Boras,SE,57.721,12.9401,57.88,74,67,9.1,broken clouds
603,Awjilah,LY,29.1081,21.2869,80.47,29,39,10.87,scattered clouds
604,Sheltozero,RU,61.3667,35.3667,52.7,69,99,15.9,overcast clouds
605,Labrea,BR,-7.2586,-64.7981,79.16,73,48,4.05,scattered clouds
606,Belyy Yar,RU,53.6039,91.3903,48.09,65,100,2.24,overcast clouds
607,Atar,MR,20.5169,-13.0499,98.42,17,1,6.35,clear sky
608,Ballina,AU,-28.8667,153.5667,70.02,88,100,17.27,overcast clouds
609,Ballinrobe,IE,53.6333,-9.2333,56.41,63,75,11.07,broken clouds
610,Garmsar,IR,35.2182,52.3409,80.83,19,0,4.72,clear sky
611,Belmonte,BR,-15.8631,-38.8828,79.83,76,98,11.48,overcast clouds
612,Kidal,ML,18.4411,1.4078,100.58,9,0,16.08,clear sky
613,Tashtagol,RU,52.7657,87.8894,43.36,65,89,2.46,overcast clouds
614,Poco Das Trincheiras,BR,-9.3125,-37.2856,83.32,47,17,11.72,few clouds
615,Dmitriyevka,RU,54.75,55.3333,49.55,76,69,12.03,broken clouds
616,Buzmeyin,TM,38.0507,58.2056,78.26,16,0,4.79,clear sky
617,Lusambo,CD,-4.9667,23.45,92.62,37,88,0.96,overcast clouds
618,Aleksandrov Gay,RU,50.147,48.5704,63.09,38,1,4.74,clear sky
619,Eenhana,NA,-17.4667,16.3333,98.83,6,0,8.14,clear sky
620,Safranbolu,TR,41.2508,32.6942,56.34,89,100,1.77,light rain
621,Caxito,AO,-8.5785,13.6643,85.26,56,100,2.35,overcast clouds
622,Aquiraz,BR,-3.9014,-38.3911,84.29,61,49,13.73,scattered clouds
623,Kushmurun,KZ,52.4503,64.6311,48.09,83,100,12.17,light rain
624,Mulchen,CL,-37.7167,-72.2333,40.86,88,10,5.23,clear sky
625,Dehri,IN,24.8667,84.1833,83.21,73,45,5.06,scattered clouds
626,Timberlake,US,37.3207,-79.2575,50.9,85,0,0.0,clear sky
627,Praia,CV,14.9215,-23.5087,84.74,70,75,18.41,broken clouds
628,Kuito,AO,-12.3833,16.9333,86.77,17,36,10.85,scattered clouds
629,Cave Spring,US,37.2276,-80.0128,50.25,84,0,5.75,clear sky
630,Bara,NG,10.3744,10.7288,85.15,59,85,5.7,overcast clouds
631,Grand-Lahou,CI,5.1367,-5.0242,81.59,73,93,4.29,light rain
632,San Rafael,AR,-34.6177,-68.3301,48.74,21,19,7.49,few clouds
633,Le Vauclin,MQ,14.5452,-60.8388,84.85,74,75,10.36,broken clouds
634,Jurado,CO,7.1053,-77.7641,74.82,98,100,5.03,heavy intensity rain
635,Pittsfield,US,42.4501,-73.2454,43.16,84,40,8.05,scattered clouds
636,Dzaoudzi,YT,-12.7887,45.2699,84.09,58,20,9.22,few clouds
637,Kurchum,KZ,48.5722,83.6542,60.76,22,6,23.82,clear sky
638,Mahanoro,MG,-19.9,48.8,76.98,52,30,8.88,scattered clouds
639,Loukhi,RU,66.0764,33.0381,50.22,80,100,10.65,overcast clouds
640,Kalemie,CD,-5.9475,29.1947,83.61,32,61,6.91,broken clouds
641,Nola,IT,40.922,14.5329,75.92,61,89,5.5,overcast clouds
642,Chachapoyas,PE,-6.2317,-77.869,54.57,90,91,3.22,overcast clouds
643,Iqaluit,CA,63.7506,-68.5145,29.7,80,100,11.99,overcast clouds
644,Royal Tunbridge Wells,GB,51.1325,0.2633,61.99,60,0,8.32,clear sky
645,Gander,CA,48.9682,-54.5906,44.73,100,100,8.05,light intensity drizzle
646,Brandon,US,27.9378,-82.2859,69.67,93,0,5.01,clear sky
647,Santa Maria,BR,-29.6842,-53.8069,66.61,59,0,9.44,clear sky
648,Cancun,MX,21.1743,-86.8466,73.33,94,40,0.0,scattered clouds
649,Labe,GN,11.3182,-12.2833,75.13,72,91,6.6,light rain
650,Ubinskoye,RU,55.3068,79.6802,53.42,55,100,7.65,overcast clouds
651,Chabahar,IR,25.2919,60.643,86.74,52,0,12.17,clear sky
652,Marawi,PH,7.9986,124.2928,70.81,93,92,0.72,overcast clouds
653,Kendal,GB,54.3268,-2.7476,57.83,77,30,12.86,scattered clouds
654,Loiza,PR,18.4313,-65.8802,82.69,80,40,8.05,scattered clouds
655,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,73.85,89,99,2.48,overcast clouds
656,Ati,TD,13.2154,18.3353,97.47,21,77,2.04,broken clouds
657,Agaro,ET,7.85,36.65,71.49,83,39,0.63,moderate rain
658,Yangambi,CD,0.8102,24.4336,84.38,59,94,3.4,light rain
659,Gambela,ET,8.25,34.5833,84.81,56,96,4.9,overcast clouds
660,Yar-Sale,RU,66.8333,70.8333,40.26,96,100,6.22,overcast clouds
661,Baherden,TM,38.4362,57.4316,78.39,15,0,5.14,clear sky
662,Kathmandu,NP,27.7167,85.3167,73.62,68,40,5.75,scattered clouds
663,Amarante Do Maranhao,BR,-5.5667,-46.7422,88.05,41,100,4.83,overcast clouds
664,Tabuk,PH,17.4189,121.4443,75.11,90,14,3.56,few clouds
665,Ilhabela,BR,-23.7781,-45.3581,72.36,79,99,5.17,overcast clouds
666,Chicama,PE,-7.8447,-79.1469,57.74,86,88,5.88,overcast clouds
667,Turukhansk,RU,65.8167,87.9833,36.07,99,100,10.22,light rain
668,Kingston,JM,17.997,-76.7936,81.55,75,20,8.05,few clouds
669,Najran,SA,17.4924,44.1277,87.64,10,33,11.99,scattered clouds
670,Shubarkuduk,KZ,49.1447,56.4872,61.16,39,6,16.98,clear sky
671,La Asuncion,VE,11.0333,-63.8628,81.57,78,92,12.08,overcast clouds
672,Botad,IN,22.1667,71.6667,83.68,68,88,8.77,light rain
673,Port-Gentil,GA,-0.7193,8.7815,82.36,78,40,11.5,scattered clouds
674,Lavumisa,SZ,-27.31,31.892,89.35,31,0,5.99,clear sky
675,Les Cayes,HT,18.2,-73.75,79.86,80,50,2.8,scattered clouds
676,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.38,38,10,3.15,clear sky
677,Kutum,SD,14.2,24.6667,88.66,20,36,13.0,scattered clouds
678,Markala,ML,13.7021,-6.0659,90.75,43,72,10.96,broken clouds
679,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,74.7,94,67,2.89,broken clouds
680,Dhidhdhoo,MV,6.8833,73.1,82.0,76,96,16.8,overcast clouds
681,Livingstonia,MW,-10.606,34.1063,75.97,36,8,10.13,clear sky
682,Itarema,BR,-2.9248,-39.9167,84.43,63,92,14.72,overcast clouds
683,Meulaboh,ID,4.1363,96.1285,78.84,78,99,1.07,overcast clouds
684,Puerto Del Rosario,ES,28.5004,-13.8627,78.55,73,40,17.27,scattered clouds
685,Monster,NL,52.0258,4.175,61.99,68,28,11.5,scattered clouds
686,Colares,PT,38.7992,-9.4469,79.99,63,0,17.0,clear sky
687,Vytegra,RU,61.0064,36.4481,53.94,63,100,13.62,overcast clouds
688,Skeldon,GY,5.8833,-57.1333,80.8,73,28,5.48,scattered clouds
689,Mala Vyska,UA,48.6431,31.6366,64.71,38,9,8.99,clear sky
690,Alikovo,RU,55.7383,46.7549,55.92,64,27,11.27,scattered clouds
691,Satipo,PE,-11.2522,-74.6386,70.75,75,78,0.87,broken clouds
